unicorn_id,account_id,unicorn_uid,name,friendly_name,year_of_making,breed,color,horn_length_cm,horn_material,seat_capacity,magic_abilities,max_speed_kmh,fuel_type,fuel_capacity,hourly_rate,last_service_date,next_service_due,purchase_date,purchase_price,is_active,created_at,updated_at,is_available
2ca7c3ed-8290-4173-aeb5-014e7e3a172a,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-027,Switzerite,Aurora,2022,Celestial Prism,Starlight Silver,45.30,Crystalline Prism,3,"Weather control, Teleportation, Healing aura",95.20,Starlight Essence,120.50,399.99,2025-05-18,2025-11-14,2025-03-29,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
ccfaf315-c62c-43d5-a1d7-9d6565b667df,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-041,Atria Hiddenite,Star,2022,Celestial Aurora,Iridescent White,45.30,Starlight Crystal,3,"Teleportation, Weather Control",95.00,Lunar Essence,120.00,325.00,2025-10-30,2026-04-28,2025-09-04,28500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
af39bfae-02d5-49e9-9b7f-275523db99da,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-020,Spica Pearl,Serenade,2022,Celestial Pegasus,Moonbeam Silver,45.70,Crystal Prism,3,"Weather Control, Healing Aura, Teleportation",95.20,Starlight Essence,150.00,399.99,2025-04-20,2025-10-17,2025-01-09,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,t
b17c5018-60ce-4289-9f57-9b57127f2ed0,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-036,Celaeno Sodalite,Rory,2021,Celestial,Iridescent White,45.20,Crystal Prism,3,"Weather manipulation, healing aura",95.70,Starlight Essence,150.00,375.00,2026-03-16,2026-09-12,2025-10-10,32500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
b31d2504-0405-43b1-a73c-1528b251a448,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-033,Atlas Pyrite,Aether,2021,Celestial Pegasus,Starlight Silver,45.70,Crystal Prism,3,"Teleportation, Weather Control, Aura Shield",95.20,Stardust Essence,120.50,399.99,2025-05-15,2025-11-11,2025-03-01,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
b63a7f86-ce27-4ece-9777-e5bd236bbdd8,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-002,Tavorite,Star,2022,Celestial Prism,Iridescent White,45.20,Crystalline Shard,3,"Teleportation, Weather Control, Healing Aura",95.60,Starlight Essence,120.00,325.00,2025-02-16,2025-08-15,2025-01-11,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,t
bd0194ff-4496-444d-9af1-e2543140b7d5,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-012,Yed Posterior Stichtite,Rory,2021,Celestial Steed,Starlight White,45.20,Crystal Prism,3,"Weather manipulation, Healing aura",95.70,Stardust Essence,120.50,375.00,2025-07-12,2026-01-08,2025-01-20,32500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,f
bf6ebd31-4b16-4d1e-b201-2978ec2bafc1,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-022,Propus Epidote,Star,2021,Celestial Prism,Iridescent Silver,45.20,Starlight Crystal,3,"Teleportation, Weather Control",95.70,Astral Energy,120.50,375.00,2025-09-19,2026-03-18,2025-03-31,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
c82c01e4-e8a7-4439-89e9-866f984f78ba,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-001,Fomalhaut Obsidian,Starry,2021,Celestial,Iridescent White,45.20,Rainbow Quartz,3,"Teleportation, Weather Control",95.70,Starlight Essence,120.50,375.00,2025-05-25,2025-11-21,2025-01-30,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,t
cd91edd3-ba05-40ea-aa0d-56f8e761696f,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-033,Wurtzite,Starry,2021,Celestial,Iridescent White,45.70,Starlight Crystal,3,"Teleportation, Weather Control",95.20,Lunar Essence,150.00,325.00,2025-06-22,2025-12-19,2025-03-09,28500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
d5c5eb5e-a88e-49ff-bc7c-33bca640aa94,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-004,Stilbite,Aurora,2021,Celestial,Iridescent White,38.50,Rainbow Quartz,2,"Healing aura, Weather manipulation",95.20,Stardust,150.00,325.00,2025-05-17,2025-11-13,2025-01-26,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,t
d85cb403-5382-4e40-94fa-7f14b498d23a,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-030,Vanadinite,Starchaser,2022,Celestial,Starlight Silver,45.20,Astral Crystal,3,"Time Dilation, Weather Control",95.60,Solar Essence,120.50,375.00,2025-08-25,2026-02-21,2025-03-25,28500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
d8dd7677-496d-4ad6-ac55-9e424adef922,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-026,Achernar Jade,Tempest,2022,Celestial,Iridescent Silver,45.20,Starlight Crystal,3,"Weather control, Time dilation",95.70,Stardust Essence,120.50,375.00,2025-06-15,2025-12-12,2025-03-02,32500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
e4e9386a-ec78-4761-b9db-cebc10042311,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-026,Cursa Beryl,Rory,2021,Celestial Equine,Starlight Silver,45.20,Crystal Prism,3,"Weather control, time dilation, starlight healing",95.70,Stardust Essence,150.00,375.00,2025-05-18,2025-11-14,2025-03-08,28500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
e58593e6-00ca-4fc7-a35f-16c2a012bf5b,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-011,Vauxite,Aurora,2021,Celestial Pegasus,Starry Blue,45.20,Crystal Prism,2,"Time Dilation, Weather Control, Healing Aura",95.70,Stellar Essence,120.50,375.00,2025-05-03,2025-10-30,2025-01-17,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,f
eb7dc4ea-a67f-4291-9ee8-6c1cb341b4c5,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-002,Caph Diopside,Star,2021,Celestial,Iridescent White,45.20,Starlight Crystal,2,"Time dilation, weather control",95.00,Astral Energy,120.50,375.00,2025-04-28,2025-10-25,2025-01-02,28000.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,f
fca79d6d-f534-425f-8b58-aa91a1025be4,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-023,Wavellite,Rory,2021,Celestial Prism,Iridescent White,42.50,Starlight Crystal,2,"Weather control, time dilation",95.00,Ethereal Energy,150.00,375.00,2025-04-25,2025-10-22,2025-03-24,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
751235db-f2e1-43b6-8f0f-3673f000ef27,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-028,Whewellite,Aurora,2021,Celestial,Iridescent White,45.20,Starlight Crystal,3,"Weather manipulation, Teleportation, Healing aura",95.70,Ethereal Essence,120.50,375.00,2025-07-11,2026-01-07,2025-03-06,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
0185975b-509a-4e28-8326-3180d176852c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-050,Vega Sapphire,Starry,2021,Celestial,Iridescent Silver,45.20,Starlight Crystal,3,"Healing aura, Cloud summoning, Night vision",95.70,Moonlight Essence,120.50,375.00,2026-04-10,2026-10-07,2025-10-22,28500.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
046786af-7879-4dae-bfee-887be343803c,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-045,Stillwellite,Stella,2021,Celestial,Iridescent White,45.20,Crystal Prism,3,"Time Dilation, Weather Control",95.70,Starlight Essence,120.50,399.99,2025-11-09,2026-05-08,2025-06-10,29500.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
2764034b-f0ad-4ce8-a342-512a1a8855c6,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-043,Canopus Coral,Star,2021,Celestial Nebula,Iridescent Silver,45.20,Starlight Crystal,3,"Weather manipulation, Time dilation",95.60,Stellar Energy,120.50,375.00,2025-09-05,2026-03-04,2025-04-01,35000.00,t,2026-01-03 13:48:44.380799,2026-01-03 13:48:44.380799,t
2a1481b7-adfd-4c2c-a93a-ed617e5ce272,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-021,Stibiotantalite,Starry,2021,Celestial,Iridescent White,45.20,Starlight Crystal,3,"Teleportation, Weather Control",95.70,Astral Energy,150.00,325.00,2025-09-14,2026-03-13,2025-03-27,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
2d694399-daaa-4c2d-a063-f216b7a57499,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-004,Electra Tanzanite,Star,2021,Celestial,Aurora White,45.20,Crystal Prism,3,"Weather manipulation, healing aura",95.60,Stardust,120.00,375.00,2025-06-05,2025-12-02,2025-01-28,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,t
2ee0b8c5-f3cb-4b21-8a79-d9d524ba575b,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-022,Zubenelgenubi Adamite,Star,2021,Celestial,Starlight White,45.30,Crystal Prism,2,"Healing aura, Teleportation to enchanted locations",95.70,Stardust Essence,120.00,375.00,2025-06-20,2025-12-17,2025-03-29,28500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
60404966-1795-4ef3-a489-2aefd233892d,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-023,Rigel Azure,Aurora,2021,Celestial Equine,Iridescent White,42.50,Aetherium Crystal,2,"Flight, Weather Manipulation, Healing Aura",95.00,Starlight Essence,150.00,325.00,2025-08-01,2026-01-28,2025-03-07,28500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
d12e5d56-7a01-4171-a1bf-40050902d2cf,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-001,Adhil Zircon,Dusty,2022,Celestial Pegasus,Iridescent Silver,38.50,Moonstone Crystal,2,"Teleportation, Weather Control",95.20,Starlight Essence,150.70,375.00,2025-05-09,2025-11-05,2025-01-04,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,t
d256d5a1-0c85-4da3-ab92-ed59e63adcf8,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-049,Alrakis Chrysocolla,Starry,2022,Celestial Pegasus,Iridescent White,45.30,Stardust Crystal,3,"Weather control, teleportation, healing aura",95.20,Moonbeam Essence,120.50,375.00,2025-08-28,2026-02-24,2025-07-23,28500.00,t,2026-01-03 13:48:44.388378,2026-01-03 13:48:44.388378,t
d46e5fbd-b2b2-4283-a572-52653727830d,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-009,Sugilite,Rory,2021,Celestial Prism,Iridescent White,42.50,Starlight Crystal,3,"Weather control, teleportation, aura healing",95.00,Solar Essence,150.00,399.95,2025-05-08,2025-11-04,2025-01-16,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,t
d58e0bcd-8ae6-438b-876a-a857fc5204bb,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-019,Torbernite,Star,2022,Celestial Equine,Iridescent White,38.50,Starlight Crystal,2,"Weather control, Emotion sensing, Teleportation",95.20,Moonbeam Essence,150.00,299.99,2025-04-04,2025-10-01,2025-01-31,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,f
d59a4f09-515b-48c8-9206-20fab54f9985,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-017,Sirrah Andradite,Sera,2022,Celestial,Iridescent White,45.20,Ethereal Crystal,3,"Healing Aura, Weather Control",95.70,Starlight Essence,120.50,375.00,2025-03-28,2025-09-24,2025-01-25,28000.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,f
f2be6ff3-d995-4db1-822b-855cd37f9ed4,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-013,Wurren Iolite,Starry,2021,Celestial Radiance,Iridescent Pearl,42.50,Starlight Crystal,3,"Time dilation, Dream weaving, Weather manipulation",95.00,Astral Energy,120.00,295.00,2025-03-10,2025-09-06,2025-01-08,28500.00,t,2026-01-03 13:48:44.35053,2026-01-03 13:48:44.35053,f
16cc794b-d05a-4c04-ad88-6784b20a1db3,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-014,Xibalbaite,Zephyr,2021,Celestial,Aurora White,45.20,Crystal Prism,3,"Weather manipulation, teleportation, emotional healing",95.70,Stardust Essence,120.50,399.99,2025-03-08,2025-09-04,2025-01-03,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,f
1cb5f17c-d341-4e3f-ba48-3bbdfa77ddec,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-024,Sadalbari Dioptase,Star,2021,Celestial Equine,Iridescent White,45.30,Starlight Crystal,3,"Healing aura, Cloudwalking, Weather manipulation",95.20,Lunar Essence,120.50,375.00,2025-04-10,2025-10-07,2025-03-10,28500.00,t,2026-01-03 13:48:44.386241,2026-01-03 13:48:44.386241,t
1d28d7e0-c99a-4ace-a525-842c390d4d3e,d667a552-4b25-4a45-9d86-31d901fe30c2,MYTHIC-003,Sterope Aventurine,Aurora,2021,Celestial,Iridescent White,45.20,Crystal Prism,2,"Weather Control, Healing Aura",95.70,Solar Essence,120.00,325.00,2025-06-25,2025-12-22,2025-01-23,28500.00,t,2026-01-03 13:48:44.384073,2026-01-03 13:48:44.384073,f
21f43901-cfa5-464b-93bc-9bcb33189765,0330c2ef-f3be-4fc0-ae00-6edb9621e092,MYTHICAL-032,Scheat Prehnite,Star,2021,Celestial,Iridescent White,45.20,Crystal Prism,3,"Weather manipulation, Teleportation",95.70,Starlight Essence,120.50,375.00,2025-07-07,2026-01-03,2025-03-25,28500.00,t,2026-01-03 13:48:44.37807,2026-01-03 13:48:44.37807,t
